"","ID","cluster"
"527",527,2
"528",528,2
"529",529,2
"530",530,4
"531",531,1
"532",532,1
"533",533,1
"534",534,3
"535",535,1
"536",536,1
"537",537,4
"538",538,4
"539",539,1
"540",540,1
"541",541,2
"542",542,1
"543",543,4
"544",544,1
"545",545,1
"546",546,2
"547",547,4
"548",548,1
"549",549,1
"550",550,1
"551",551,4
"552",552,2
"553",553,1
"554",554,3
"555",555,1
"556",556,1
"557",557,1
"558",558,1
"559",559,1
"560",560,1
"561",561,1
"562",562,2
"563",563,2
"564",564,2
"565",565,1
"566",566,1
"567",567,4
"568",568,4
"569",569,1
"570",570,3
"571",571,1
"572",572,3
"573",573,1
"574",574,1
"575",575,1
"576",576,1
"577",577,4
"578",578,2
"579",579,2
"580",580,1
"581",581,1
"582",582,1
"583",583,1
"584",584,1
"585",585,2
"586",586,4
"587",587,1
"588",588,2
"589",589,3
"590",590,1
"591",591,2
"592",592,3
"593",593,2
"594",594,1
"595",595,4
"596",596,2
"597",597,1
"598",598,1
"599",599,4
"600",600,1
"601",601,4
"602",602,1
"603",603,4
"604",604,1
"605",605,4
"606",606,4
"607",607,1
"608",608,2
"609",609,1
"610",610,3
"611",611,2
"612",612,1
"613",613,4
"614",614,1
"615",615,2
"616",616,2
"617",617,2
"618",618,1
"619",619,1
"620",620,1
"621",621,2
"622",622,2
"623",623,4
"624",624,3
"625",625,4
"626",626,4
"627",627,4
"628",628,4
"629",629,4
"630",630,2
"631",631,4
"632",632,1
"633",633,4
"634",634,4
"635",635,2
"636",636,4
"637",637,2
"638",638,2
"639",639,4
"640",640,2
"641",641,1
"642",642,2
"643",643,1
"644",644,2
"645",645,1
"646",646,4
"647",647,4
"648",648,4
"649",649,3
"650",650,2
"651",651,1
"652",652,2
"653",653,1
"654",654,1
"655",655,1
"656",656,2
"657",657,1
"658",658,1
"659",659,4
"660",660,4
"661",661,4
"662",662,2
"663",663,4
"664",664,1
"665",665,1
"666",666,2
"667",667,1
"668",668,1
"669",669,1
"670",670,1
"671",671,2
"672",672,4
"673",673,2
"674",674,4
"675",675,1
"676",676,1
"677",677,1
"678",678,4
"679",679,2
"680",680,1
"681",681,1
"682",682,4
"683",683,2
"684",684,4
"685",685,2
"686",686,4
"687",687,4
"688",688,4
"689",689,4
"690",690,1
"691",691,4
"692",692,4
"693",693,1
"694",694,2
"695",695,2
"696",696,3
"697",697,4
"698",698,4
"699",699,2
"700",700,1
"701",701,2
"702",702,4
"703",703,4
"704",704,2
"705",705,4
"706",706,4
"707",707,4
"708",708,4
"709",709,3
"710",710,1
"711",711,2
"712",712,2
"713",713,4
"714",714,4
"715",715,2
"716",716,4
"717",717,4
"718",718,4
"719",719,4
"720",720,4
"721",721,4
"722",722,2
"723",723,4
"724",724,2
"725",725,4
"726",726,4
"727",727,4
"728",728,4
"729",729,4
"730",730,3
"731",731,1
"732",732,4
"733",733,4
"734",734,2
"735",735,4
"736",736,4
"737",737,4
"738",738,4
"739",739,2
"740",740,4
"741",741,3
"742",742,2
"743",743,4
"744",744,1
"745",745,1
"746",746,4
"747",747,2
"748",748,2
"749",749,4
"750",750,4
"751",751,4
"752",752,4
"753",753,2
"754",754,4
"755",755,1
"756",756,4
"757",757,4
"758",758,4
"759",759,4
"760",760,2
"761",761,2
"762",762,4
"763",763,4
"764",764,4
"765",765,4
"766",766,4
"767",767,4
"768",768,2
"769",769,4
"770",770,4
"771",771,4
"772",772,2
"773",773,2
"774",774,4
"775",775,4
"776",776,4
"777",777,4
"778",778,4
"779",779,4
"780",780,4
"781",781,4
"782",782,4
"783",783,2
"784",784,4
"785",785,4
"786",786,1
"787",787,1
"788",788,2
"789",789,2
"790",790,2
"791",791,2
"792",792,2
"793",793,4
"794",794,4
"795",795,1
"796",796,1
"797",797,2
"798",798,1
"799",799,1
"800",800,1
"801",801,2
"802",802,4
"803",803,3
"804",804,4
"805",805,4
"806",806,3
"807",807,3
"808",808,3
"809",809,4
"810",810,4
"811",811,4
"812",812,1
"813",813,1
"814",814,3
"815",815,1
"816",816,1
"817",817,4
"818",818,1
"819",819,4
"820",820,4
"821",821,4
"822",822,3
"823",823,4
"824",824,4
"825",825,4
"826",826,4
"827",827,3
"828",828,4
"829",829,3
"830",830,3
"831",831,4
"832",832,3
"833",833,2
"834",834,2
"835",835,4
"836",836,4
"837",837,3
"838",838,3
"839",839,1
"840",840,4
"841",841,1
"842",842,4
"843",843,2
"844",844,2
"845",845,1
"846",846,4
"847",847,4
"848",848,4
"849",849,4
"850",850,4
"851",851,1
"852",852,1
"853",853,2
"854",854,2
"855",855,2
"856",856,4
"857",857,2
"858",858,3
"859",859,1
"860",860,3
"861",861,4
"862",862,3
"863",863,4
"864",864,4
"865",865,4
"866",866,4
"867",867,3
"868",868,3
"869",869,3
"870",870,4
"871",871,3
"872",872,4
"873",873,2
"874",874,1
"875",875,1
"876",876,3
"877",877,4
"878",878,3
"879",879,2
"880",880,4
"881",881,4
"882",882,4
"883",883,3
"884",884,4
"885",885,2
"886",886,4
"887",887,4
"888",888,1
"889",889,4
"890",890,2
"891",891,2
"892",892,4
"893",893,1
"894",894,4
"895",895,4
"896",896,4
"897",897,3
"898",898,4
"899",899,3
"900",900,4
"901",901,3
"902",902,4
"903",903,4
"904",904,4
"905",905,4
"906",906,2
"907",907,3
"908",908,4
"909",909,2
"910",910,3
"911",911,3
"912",912,1
"913",913,1
"914",914,1
"915",915,3
"916",916,3
"917",917,3
"918",918,2
"919",919,2
"920",920,3
"921",921,1
"922",922,2
"923",923,3
"924",924,2
"925",925,3
"926",926,2
"927",927,2
"928",928,4
"929",929,3
"930",930,3
"931",931,4
"932",932,4
"933",933,2
"934",934,4
"935",935,4
"936",936,3
"937",937,3
"938",938,1
"939",939,3
"940",940,3
"941",941,3
"942",942,1
"943",943,1
"944",944,1
"945",945,3
"946",946,1
"947",947,1
"948",948,3
"949",949,3
"950",950,3
"951",951,3
"952",952,3
"953",953,3
"954",954,1
"955",955,3
"956",956,1
"957",957,1
"958",958,1
"959",959,3
"960",960,4
"961",961,3
"962",962,4
"963",963,4
"964",964,3
"965",965,3
"966",966,3
"967",967,1
"968",968,2
"969",969,3
"970",970,4
"971",971,1
"972",972,1
"973",973,1
"974",974,3
"975",975,3
"976",976,2
"977",977,2
"978",978,2
"979",979,3
"980",980,1
"981",981,1
"982",982,4
"983",983,3
"984",984,1
"985",985,1
"986",986,4
"987",987,1
"988",988,2
"989",989,4
"990",990,1
"991",991,4
"992",992,2
"993",993,4
"994",994,2
"995",995,2
"996",996,4
"997",997,3
"998",998,3
"999",999,4
"1000",1000,3
"1001",1001,3
"1002",1002,2
"1003",1003,3
"1004",1004,3
"1005",1005,2
"1006",1006,3
"1007",1007,3
"1008",1008,3
"1009",1009,3
"1010",1010,2
"1011",1011,3
"1012",1012,1
"1013",1013,4
"1014",1014,4
"1015",1015,4
"1016",1016,1
"1017",1017,3
"1018",1018,3
"1019",1019,3
"1020",1020,4
"1021",1021,1
"1022",1022,1
"1023",1023,4
"1024",1024,3
"1025",1025,4
"1026",1026,4
"1027",1027,3
"1028",1028,3
"1029",1029,2
"1030",1030,4
"1031",1031,4
"1032",1032,4
"1033",1033,4
"1034",1034,4
"1035",1035,4
"1036",1036,1
"1037",1037,3
"1038",1038,4
"1039",1039,3
"1040",1040,3
"1041",1041,4
"1042",1042,4
"1043",1043,3
"1044",1044,1
"1045",1045,3
"1046",1046,3
"1047",1047,4
"1048",1048,4
"1049",1049,1
"1050",1050,1
"1051",1051,4
"1052",1052,1
"1053",1053,3
"1054",1054,3
"1055",1055,4
"1056",1056,4
"1057",1057,1
"1058",1058,2
"1059",1059,1
"1060",1060,1
"1061",1061,1
"1062",1062,3
"1063",1063,3
"1064",1064,1
"1065",1065,3
"1066",1066,4
"1067",1067,3
"1068",1068,1
"1069",1069,1
"1070",1070,2
"1071",1071,1
"1072",1072,2
"1073",1073,2
"1074",1074,4
"1075",1075,2
"1076",1076,2
"1077",1077,1
"1078",1078,1
"1079",1079,1
"1080",1080,2
"1081",1081,1
"1082",1082,2
"1083",1083,2
"1084",1084,3
"1085",1085,2
"1086",1086,2
"1087",1087,1
"1088",1088,3
"1089",1089,1
"1090",1090,1
"1091",1091,2
"1092",1092,3
"1093",1093,3
"1094",1094,3
"1095",1095,4
"1096",1096,1
"1097",1097,4
"1098",1098,1
"1099",1099,3
"1100",1100,1
"1101",1101,3
"1102",1102,3
"1103",1103,3
"1104",1104,3
"1105",1105,3
"1106",1106,3
"1107",1107,3
"1108",1108,3
"1109",1109,4
"1110",1110,1
"1111",1111,4
"1112",1112,3
"1113",1113,3
"1114",1114,1
"1115",1115,3
"1116",1116,4
"1117",1117,4
"1118",1118,4
"1119",1119,3
"1120",1120,3
"1121",1121,3
"1122",1122,3
"1123",1123,3
"1124",1124,1
"1125",1125,4
"1126",1126,3
"1127",1127,3
"1128",1128,3
"1129",1129,2
"1130",1130,2
"1131",1131,4
"1132",1132,2
"1133",1133,3
"1134",1134,4
"1135",1135,3
"1136",1136,3
"1137",1137,1
"1138",1138,1
"1139",1139,2
"1140",1140,2
"1141",1141,2
"1142",1142,2
"1143",1143,3
"1144",1144,3
"1145",1145,2
"1146",1146,2
"1147",1147,4
"1148",1148,1
"1149",1149,3
"1150",1150,1
"1151",1151,3
"1152",1152,3
"1153",1153,4
"1154",1154,1
"1155",1155,3
"1156",1156,4
"1157",1157,2
"1158",1158,3
"1159",1159,3
"1160",1160,1
"1161",1161,1
"1162",1162,1
"1163",1163,3
"1164",1164,4
"1165",1165,4
"1166",1166,1
"1167",1167,1
"1168",1168,3
"1169",1169,3
"1170",1170,3
"1171",1171,1
"1172",1172,4
"1173",1173,1
"1174",1174,2
"1175",1175,2
"1176",1176,3
"1177",1177,4
"1178",1178,3
"1179",1179,4
"1180",1180,3
"1181",1181,3
"1182",1182,1
"1183",1183,2
"1184",1184,4
"1185",1185,4
"1186",1186,3
"1187",1187,4
"1188",1188,3
"1189",1189,4
"1190",1190,4
"1191",1191,1
"1192",1192,4
"1193",1193,3
"1194",1194,4
"1195",1195,4
"1196",1196,4
"1197",1197,2
"1198",1198,4
"1199",1199,3
"1200",1200,2
"1201",1201,4
"1202",1202,3
"1203",1203,3
"1204",1204,2
"1205",1205,3
"1206",1206,3
"1207",1207,3
"1208",1208,1
"1209",1209,3
"1210",1210,3
"1211",1211,4
"1212",1212,4
"1213",1213,4
"1214",1214,1
"1215",1215,1
"1216",1216,3
"1217",1217,2
"1218",1218,3
"1219",1219,3
"1220",1220,3
"1221",1221,1
"1222",1222,1
"1223",1223,2
"1224",1224,1
"1225",1225,1
"1226",1226,2
"1227",1227,4
"1228",1228,4
"1229",1229,3
"1230",1230,2
"1231",1231,3
"1232",1232,2
"1233",1233,2
"1234",1234,1
"1235",1235,3
"1236",1236,3
"1237",1237,4
"1238",1238,3
"1239",1239,4
"1240",1240,3
"1241",1241,2
"1242",1242,2
"1243",1243,3
"1244",1244,4
"1245",1245,2
"1246",1246,4
"1247",1247,4
"1248",1248,4
"1249",1249,3
"1250",1250,4
"1251",1251,4
"1252",1252,2
"1253",1253,4
"1254",1254,4
"1255",1255,4
"1256",1256,4
"1257",1257,2
"1258",1258,3
"1259",1259,4
"1260",1260,4
"1261",1261,1
"1262",1262,4
"1263",1263,2
"1264",1264,4
"1265",1265,3
"1266",1266,4
"1267",1267,4
"1268",1268,1
"1269",1269,2
"1270",1270,3
"1271",1271,3
"1272",1272,3
"1273",1273,3
"1274",1274,2
"1275",1275,3
"1276",1276,4
"1277",1277,3
"1278",1278,4
"1279",1279,4
"1280",1280,1
"1281",1281,2
"1282",1282,2
"1283",1283,4
"1284",1284,2
"1285",1285,3
"1286",1286,1
"1287",1287,3
"1288",1288,3
"1289",1289,2
"1290",1290,2
"1291",1291,4
"1292",1292,4
"1293",1293,3
"1294",1294,4
"1295",1295,4
"1296",1296,2
"1297",1297,2
"1298",1298,3
"1299",1299,3
"1300",1300,4
"1301",1301,3
"1302",1302,4
"1303",1303,3
"1304",1304,3
"1305",1305,4
"1306",1306,2
"1307",1307,2
"1308",1308,4
"1309",1309,2
"1310",1310,4
"1311",1311,2
"1312",1312,3
"1313",1313,4
"1314",1314,4
"1315",1315,2
"1316",1316,2
"1317",1317,3
"1318",1318,1
"1319",1319,2
"1320",1320,1
"1321",1321,2
"1322",1322,3
"1323",1323,3
"1324",1324,3
"1325",1325,3
"1326",1326,3
"1327",1327,3
"1328",1328,3
"1329",1329,4
"1330",1330,2
"1331",1331,2
"1332",1332,2
"1333",1333,4
"1334",1334,4
"1335",1335,4
"1336",1336,3
"1337",1337,4
"1338",1338,4
"1339",1339,4
"1340",1340,4
"1341",1341,4
"1342",1342,4
"1343",1343,4
"1344",1344,4
"1345",1345,1
"1346",1346,4
"1347",1347,4
"1348",1348,4
"1349",1349,4
"1350",1350,4
"1351",1351,2
"1352",1352,3
"1353",1353,4
"1354",1354,4
"1355",1355,4
"1356",1356,4
"1357",1357,4
"1358",1358,3
"1359",1359,2
"1360",1360,1
"1361",1361,1
"1362",1362,4
"1363",1363,1
"1364",1364,4
"1365",1365,3
"1366",1366,4
"1367",1367,4
"1368",1368,2
"1369",1369,2
"1370",1370,4
"1371",1371,1
"1372",1372,3
"1373",1373,1
"1374",1374,2
"1375",1375,4
"1376",1376,2
"1377",1377,4
"1378",1378,3
"1379",1379,4
"1380",1380,4
"1381",1381,4
"1382",1382,4
"1383",1383,2
"1384",1384,2
"1385",1385,4
"1386",1386,2
"1387",1387,4
"1388",1388,4
"1389",1389,4
"1390",1390,2
"1391",1391,3
"1392",1392,4
"1393",1393,4
"1394",1394,4
"1395",1395,2
"1396",1396,4
"1397",1397,4
"1398",1398,2
"1399",1399,4
"1400",1400,4
"1401",1401,2
"1402",1402,2
"1403",1403,3
"1404",1404,4
"1405",1405,1
"1406",1406,3
"1407",1407,1
"1408",1408,4
"1409",1409,3
"1410",1410,4
"1411",1411,4
"1412",1412,3
"1413",1413,1
"1414",1414,2
"1415",1415,1
"1416",1416,4
"1417",1417,1
"1418",1418,3
"1419",1419,4
"1420",1420,2
"1421",1421,4
"1422",1422,2
"1423",1423,3
"1424",1424,4
"1425",1425,1
"1426",1426,1
"1427",1427,3
"1428",1428,3
"1429",1429,4
"1430",1430,2
"1431",1431,4
"1432",1432,2
"1433",1433,3
"1434",1434,4
"1435",1435,2
"1436",1436,2
"1437",1437,2
"1438",1438,4
"1439",1439,4
"1440",1440,4
"1441",1441,3
"1442",1442,2
"1443",1443,4
"1444",1444,3
"1445",1445,4
"1446",1446,2
"1447",1447,4
"1448",1448,4
"1449",1449,2
"1450",1450,3
"1451",1451,3
"1452",1452,1
"1453",1453,3
"1454",1454,2
"1455",1455,1
"1456",1456,4
"1457",1457,3
"1458",1458,2
"1459",1459,3
"1460",1460,3
"1461",1461,2
"1462",1462,4
"1463",1463,4
"1464",1464,4
"1465",1465,4
"1466",1466,4
"1467",1467,2
"1468",1468,4
"1469",1469,2
"1470",1470,4
"1471",1471,4
"1472",1472,3
"1473",1473,1
"1474",1474,3
"1475",1475,2
"1476",1476,3
"1477",1477,2
"1478",1478,3
"1479",1479,4
"1480",1480,1
"1481",1481,4
"1482",1482,1
"1483",1483,1
"1484",1484,3
"1485",1485,4
"1486",1486,4
"1487",1487,4
"1488",1488,4
"1489",1489,3
"1490",1490,4
"1491",1491,3
"1492",1492,3
"1493",1493,3
"1494",1494,2
"1495",1495,4
"1496",1496,4
"1497",1497,2
"1498",1498,4
"1499",1499,4
"1500",1500,4
"1501",1501,4
"1502",1502,2
"1503",1503,4
"1504",1504,3
"1505",1505,3
"1506",1506,4
"1507",1507,4
"1508",1508,3
"1509",1509,1
"1510",1510,3
"1511",1511,2
"1512",1512,4
"1513",1513,4
"1514",1514,3
"1515",1515,4
"1516",1516,4
"1517",1517,3
"1518",1518,4
"1519",1519,1
"1520",1520,4
"1521",1521,4
"1522",1522,4
"1523",1523,3
"1524",1524,2
"1525",1525,4
"1526",1526,4
"1527",1527,4
"1528",1528,4
"1529",1529,2
"1530",1530,2
"1531",1531,3
"1532",1532,4
"1533",1533,4
"1534",1534,2
"1535",1535,3
"1536",1536,4
"1537",1537,4
"1538",1538,4
"1539",1539,3
"1540",1540,2
"1541",1541,3
"1542",1542,3
"1543",1543,4
"1544",1544,1
"1545",1545,3
"1546",1546,4
"1547",1547,4
"1548",1548,3
"1549",1549,1
"1550",1550,3
"1551",1551,4
"1552",1552,4
"1553",1553,4
"1554",1554,4
"1555",1555,4
"1556",1556,4
"1557",1557,4
"1558",1558,4
"1559",1559,2
"1560",1560,2
"1561",1561,2
"1562",1562,2
"1563",1563,4
"1564",1564,4
"1565",1565,4
"1566",1566,4
"1567",1567,3
"1568",1568,4
"1569",1569,4
"1570",1570,3
"1571",1571,3
"1572",1572,3
"1573",1573,2
"1574",1574,3
"1575",1575,2
"1576",1576,3
"1577",1577,1
"1578",1578,3
"1579",1579,4
"1580",1580,3
"1581",1581,3
"1582",1582,3
"1583",1583,3
"1584",1584,2
"1585",1585,3
"1586",1586,3
"1587",1587,3
"1588",1588,4
"1589",1589,3
"1590",1590,2
"1591",1591,3
"1592",1592,3
"1593",1593,3
"1594",1594,4
"1595",1595,4
"1596",1596,3
"1597",1597,3
"1598",1598,4
"1599",1599,3
