"","Transiation_ID","1st","1st_dist","2nd","2nd_dist","3rd","3rd_dist","4th","4th_dist","5th","5th_dist"
"25",25,12,0.0508474576271186,8,0.123352165725047,38,0.151129943502825,30,0.16195856873823,31,0.175847457627119
"26",26,2,0.0616760828625235,31,0.0972222222222223,10,0.128060263653484,13,0.131120527306968,13,0.131120527306968
"27",27,8,0.100282485875706,42,0.125,38,0.128060263653484,24,0.128060263653484,32,0.128060263653484
"28",28,1,0.0447269303201508,29,0.0586158192090395,38,0.0694444444444446,18,0.0863935969868175,8,0.0972222222222222
"29",29,38,0.0447269303201508,28,0.0586158192090395,1,0.0694444444444446,8,0.0725047080979285,48,0.0972222222222223
"30",30,3,0.0508474576271186,46,0.0616760828625237,31,0.0694444444444444,4,0.0863935969868175,12,0.111111111111111
"31",31,30,0.0694444444444444,4,0.0725047080979285,10,0.0863935969868175,26,0.0972222222222223,2,0.10334274952919
"32",32,21,0.117231638418079,27,0.128060263653484,29,0.155838041431262,38,0.166666666666667,28,0.180555555555556
"33",33,34,0.18361581920904,45,0.211393596986817,47,0.236111111111111,20,0.236111111111111,11,0.263888888888889
"34",34,33,0.18361581920904,15,0.200564971751412,16,0.239171374764595,11,0.253060263653484,17,0.253060263653484
"35",35,48,0.0755649717514123,3,0.100282485875706,8,0.134180790960452,2,0.145009416195857,46,0.145009416195857
"36",36,28,0.117231638418079,1,0.128060263653484,21,0.137241054613936,29,0.141949152542373,11,0.145009416195857
"37",37,9,0.0586158192090396,41,0.0833333333333334,14,0.10334274952919,4,0.131120527306968,46,0.155838041431262
"38",38,8,0.0277777777777777,29,0.0447269303201508,1,0.0586158192090395,28,0.0694444444444446,48,0.0863935969868173
"39",39,18,0.0447269303201505,1,0.0863935969868172,5,0.100282485875706,8,0.117231638418079,28,0.131120527306968
"40",40,9,0.336393596986817,37,0.361111111111111,44,0.391949152542373,4,0.436676082862523,41,0.444444444444444
"41",41,46,0.0725047080979282,3,0.0833333333333333,37,0.0833333333333334,4,0.131120527306968,30,0.134180790960452
"42",42,27,0.125,24,0.169726930320151,39,0.175847457627119,18,0.186676082862523,22,0.211393596986817
"43",43,22,0.109463276836158,20,0.109463276836158,45,0.134180790960452,6,0.158898305084746,17,0.226694915254238
"44",44,2,0.0694444444444446,13,0.0833333333333333,31,0.117231638418079,26,0.131120527306968,4,0.155838041431262
"45",45,20,0.0586158192090395,47,0.114171374764595,43,0.134180790960452,22,0.141949152542373,11,0.141949152542373
"46",46,3,0.0447269303201508,4,0.0586158192090396,30,0.0616760828625237,41,0.0725047080979282,7,0.125
"47",47,11,0.0277777777777779,28,0.111111111111111,45,0.114171374764595,20,0.138888888888889,22,0.138888888888889
"48",48,8,0.0586158192090396,35,0.0755649717514123,38,0.0863935969868173,29,0.0972222222222223,1,0.111111111111111
"49",49,51,0.145009416195857,85,0.166666666666667,64,0.175847457627119,75,0.239171374764595,50,0.242231638418079
"50",50,55,0.145009416195857,85,0.158898305084746,64,0.18361581920904,74,0.197504708097928,53,0.211393596986817
"51",51,85,0.0894538606403014,49,0.145009416195857,64,0.181967984934087,76,0.197504708097928,75,0.211393596986818
"52",52,88,0.0833333333333334,79,0.158898305084746,68,0.211393596986817,80,0.217514124293785,93,0.22834274952919
"53",53,132,0.14030131826742,57,0.152777777777778,75,0.158898305084746,74,0.186676082862524,77,0.197504708097928
"54",54,98,0.0677966101694916,95,0.0925141242937853,93,0.120291902071563,94,0.175847457627119,87,0.178907721280603
"55",55,50,0.145009416195857,84,0.158898305084746,85,0.236111111111111,69,0.253060263653484,90,0.280838041431262
"56",56,92,0.0694444444444444,97,0.189736346516007,59,0.22834274952919,80,0.234463276836158,79,0.293079096045198
"57",57,73,0.106403013182674,74,0.117231638418079,53,0.152777777777778,96,0.16195856873823,75,0.172787193973635
"58",58,93,0.203625235404896,88,0.225282485875706,81,0.25,98,0.256120527306968,63,0.286958568738229
"59",59,92,0.158898305084746,56,0.22834274952919,80,0.339453860640301,97,0.362523540489642,79,0.398069679849341
"60",60,77,0.120291902071563,65,0.134180790960452,90,0.165018832391714,94,0.180555555555556,95,0.180555555555556
"61",61,80,0.273069679849341,66,0.280838041431262,68,0.294726930320151,79,0.297787193973635,52,0.305555555555555
"62",62,90,0.0586158192090397,77,0.10334274952919,72,0.125,96,0.137241054613936,73,0.192796610169492
"63",63,87,0.126412429378531,95,0.129472693032015,98,0.154190207156309,93,0.18502824858757,94,0.212806026365349
"64",64,74,0.0694444444444446,85,0.0925141242937854,49,0.175847457627119,51,0.181967984934087,50,0.18361581920904
"65",65,83,0.0555555555555554,60,0.134180790960452,87,0.151129943502825,77,0.152777777777778,54,0.194444444444445
"66",66,81,0.117231638418079,91,0.141949152542373,78,0.171139359698682,98,0.194444444444444,93,0.197504708097929
"67",67,118,0.14030131826742,86,0.16972693032015,71,0.220574387947269,77,0.347222222222222,61,0.348634651600753
"68",68,79,0.0863935969868173,88,0.128060263653484,80,0.145009416195857,91,0.155838041431262,78,0.178907721280603
"69",69,137,0.111111111111111,147,0.134180790960452,126,0.155838041431262,84,0.245291902071563,125,0.25
"70",70,96,0.120291902071563,98,0.128060263653484,72,0.160310734463277,73,0.175847457627119,81,0.183615819209039
"71",71,132,0.158898305084746,144,0.183615819209039,122,0.208333333333333,67,0.220574387947269,118,0.225282485875706
"72",72,62,0.125,70,0.160310734463277,96,0.178907721280603,90,0.18361581920904,54,0.186676082862523
"73",73,96,0.0555555555555556,57,0.106403013182674,74,0.155838041431262,70,0.175847457627119,62,0.192796610169492
"74",74,64,0.0694444444444446,57,0.117231638418079,73,0.155838041431262,85,0.16195856873823,90,0.172787193973635
"75",75,53,0.158898305084746,57,0.172787193973635,74,0.20668549905838,85,0.211393596986817,51,0.211393596986818
"76",76,85,0.175847457627119,115,0.181967984934087,51,0.197504708097928,145,0.214453860640301,126,0.225282485875706
"77",77,62,0.10334274952919,60,0.120291902071563,90,0.128060263653484,65,0.152777777777778,96,0.172787193973635
"78",78,66,0.171139359698682,80,0.172787193973635,68,0.178907721280603,91,0.195856873822975,81,0.220574387947269
"79",79,80,0.0586158192090395,68,0.0863935969868173,52,0.158898305084746,88,0.158898305084746,89,0.226694915254237
"80",80,79,0.0586158192090395,68,0.145009416195857,78,0.172787193973635,52,0.217514124293785,88,0.217514124293785
"81",81,91,0.0586158192090396,66,0.117231638418079,98,0.145009416195857,93,0.148069679849341,68,0.180555555555556
"82",82,132,0.166666666666666,100,0.180555555555556,122,0.200564971751412,77,0.226694915254237,125,0.231403013182674
"83",83,65,0.0555555555555554,60,0.189736346516008,87,0.20668549905838,77,0.208333333333333,54,0.25
"84",84,55,0.158898305084746,50,0.236111111111111,69,0.245291902071563,77,0.25,60,0.28695856873823
"85",85,51,0.0894538606403014,64,0.0925141242937854,50,0.158898305084746,74,0.16195856873823,49,0.166666666666667
"86",86,67,0.16972693032015,71,0.251412429378531,52,0.290018832391714,96,0.294726930320151,73,0.294726930320151
"87",87,94,0.0863935969868176,95,0.0863935969868176,98,0.111111111111111,63,0.126412429378531,93,0.141949152542373
"88",88,52,0.0833333333333334,68,0.128060263653484,93,0.145009416195857,89,0.151129943502825,79,0.158898305084746
"89",89,93,0.145009416195857,91,0.151129943502825,88,0.151129943502825,68,0.195856873822975,54,0.197504708097928
"90",90,62,0.0586158192090397,77,0.128060263653484,96,0.16195856873823,60,0.165018832391714,74,0.172787193973635
"91",91,81,0.0586158192090396,66,0.141949152542373,89,0.151129943502825,68,0.155838041431262,88,0.166666666666667
"92",92,56,0.0694444444444444,59,0.158898305084746,97,0.203625235404896,80,0.248352165725047,79,0.306967984934087
"93",93,98,0.0863935969868174,95,0.111111111111111,54,0.120291902071563,87,0.141949152542373,88,0.145009416195857
"94",94,95,0.0833333333333334,87,0.0863935969868176,98,0.141949152542373,54,0.175847457627119,60,0.180555555555556
"95",95,98,0.0586158192090396,94,0.0833333333333334,87,0.0863935969868176,54,0.0925141242937853,93,0.111111111111111
"96",96,73,0.0555555555555556,70,0.120291902071563,62,0.137241054613936,95,0.155838041431262,57,0.16195856873823
"97",97,56,0.189736346516007,92,0.203625235404896,79,0.288370998116761,68,0.291431261770245,80,0.313088512241055
"98",98,95,0.0586158192090396,54,0.0677966101694916,93,0.0863935969868174,87,0.111111111111111,70,0.128060263653484
"99",99,135,0.151129943502825,142,0.16195856873823,146,0.254472693032015,114,0.271421845574388,141,0.280838041431262
"100",100,112,0.169726930320151,120,0.172787193973634,82,0.180555555555556,147,0.194444444444444,110,0.200564971751413
"101",101,111,0.151129943502825,138,0.181967984934086,103,0.225282485875706,141,0.25,124,0.253060263653484
"102",102,115,0.114171374764595,136,0.128060263653484,127,0.194444444444445,122,0.201977401129943,110,0.203625235404896
"103",103,131,0.145009416195857,111,0.175847457627119,145,0.185028248587571,127,0.186676082862524,143,0.198917137476459
"104",104,121,0.169726930320151,134,0.195856873822976,101,0.257532956685499,106,0.300847457627119,129,0.306967984934087
"105",105,58,0.393361581920904,88,0.418079096045198,83,0.430555555555555,112,0.431967984934087,89,0.433615819209039
"106",106,129,0.145009416195857,124,0.203625235404896,128,0.237523540489642,101,0.290018832391714,104,0.300847457627119
"107",107,144,0.288370998116761,110,0.293079096045198,102,0.311676082862524,115,0.314736346516008,122,0.3469868173258
"108",108,142,0.331685499058381,99,0.391949152542373,141,0.395009416195857,119,0.401129943502825,116,0.448917137476459
"109",109,145,0.100282485875706,114,0.186676082862523,136,0.220574387947269,115,0.234463276836158,123,0.240583804143126
"110",110,122,0.137241054613936,144,0.16195856873823,127,0.175847457627119,100,0.200564971751413,102,0.203625235404896
"111",111,138,0.0863935969868174,101,0.151129943502825,143,0.16195856873823,103,0.175847457627119,103,0.175847457627119
"112",112,100,0.169726930320151,120,0.169726930320151,144,0.208333333333333,113,0.336393596986817,122,0.350282485875706
"113",113,100,0.25,120,0.256120527306968,131,0.334745762711864,112,0.336393596986817,147,0.361111111111111
"114",114,146,0.155838041431262,143,0.183615819209039,109,0.186676082862523,135,0.203625235404896,119,0.20668549905838
"115",115,136,0.0694444444444444,102,0.114171374764595,145,0.134180790960452,76,0.181967984934087,111,0.208333333333333
"116",116,130,0.189736346516008,104,0.419726930320151,108,0.448917137476459,134,0.476694915254237,121,0.5
"117",117,121,0.242231638418079,134,0.30225988700565,104,0.328625235404897,129,0.468926553672316,106,0.546139359698682
"118",118,67,0.14030131826742,71,0.225282485875706,82,0.266949152542373,86,0.31002824858757,133,0.337806026365348
"119",119,141,0.0616760828625237,140,0.143361581920904,139,0.155838041431262,138,0.175847457627119,123,0.180555555555555
"120",120,112,0.169726930320151,100,0.172787193973634,113,0.256120527306968,125,0.266949152542373,147,0.283898305084746
"121",121,104,0.169726930320151,129,0.226694915254237,117,0.242231638418079,106,0.303907721280603,134,0.310028248587571
"122",122,125,0.0863935969868171,110,0.137241054613936,144,0.141949152542373,126,0.180555555555556,132,0.200564971751412
"123",123,142,0.166666666666667,119,0.180555555555555,141,0.186676082862523,111,0.186676082862523,138,0.189736346516007
"124",124,128,0.200564971751413,106,0.203625235404896,101,0.253060263653484,129,0.280838041431262,141,0.336393596986817
"125",125,122,0.0863935969868171,126,0.128060263653484,137,0.138888888888889,132,0.203625235404896,102,0.205037664783427
"126",126,137,0.0447269303201506,147,0.089453860640301,125,0.128060263653484,69,0.155838041431262,122,0.180555555555556
"127",127,131,0.0416666666666667,110,0.175847457627119,103,0.186676082862524,102,0.194444444444445,111,0.211393596986817
"128",128,124,0.200564971751413,106,0.237523540489642,101,0.253060263653484,129,0.314736346516008,76,0.316148775894539
"129",129,106,0.145009416195857,121,0.226694915254237,124,0.280838041431262,101,0.283898305084746,104,0.306967984934087
"130",130,116,0.189736346516008,104,0.492231638418079,121,0.523069679849341,108,0.53695856873823,134,0.564736346516007
"131",131,127,0.0416666666666667,103,0.145009416195857,110,0.217514124293785,102,0.236111111111111,111,0.253060263653484
"132",132,53,0.14030131826742,71,0.158898305084746,82,0.166666666666666,122,0.200564971751412,125,0.203625235404896
"133",133,82,0.237523540489642,71,0.257532956685499,132,0.26530131826742,62,0.277542372881356,72,0.319209039548022
"134",134,104,0.195856873822976,101,0.283898305084746,117,0.30225988700565,121,0.310028248587571,129,0.333333333333333
"135",135,146,0.10334274952919,99,0.151129943502825,114,0.203625235404896,142,0.211393596986818,139,0.236111111111111
"136",136,115,0.0694444444444444,102,0.128060263653484,145,0.203625235404896,109,0.220574387947269,126,0.226694915254237
"137",137,126,0.0447269303201506,147,0.0786252354048963,69,0.111111111111111,125,0.138888888888889,77,0.217514124293785
"138",138,111,0.0863935969868174,140,0.134180790960452,119,0.175847457627119,101,0.181967984934086,123,0.189736346516007
"139",139,142,0.141949152542373,143,0.151129943502825,119,0.155838041431262,141,0.16195856873823,140,0.181967984934087
"140",140,143,0.114171374764595,138,0.134180790960452,119,0.143361581920904,139,0.181967984934087,141,0.205037664783428
"141",141,119,0.0616760828625237,139,0.16195856873823,123,0.186676082862523,142,0.186676082862523,140,0.205037664783428
"142",142,139,0.141949152542373,99,0.16195856873823,123,0.166666666666667,119,0.180555555555555,141,0.186676082862523
"143",143,140,0.114171374764595,139,0.151129943502825,111,0.16195856873823,145,0.180555555555556,114,0.183615819209039
"144",144,122,0.141949152542373,110,0.16195856873823,71,0.183615819209039,112,0.208333333333333,125,0.22834274952919
"145",145,109,0.100282485875706,115,0.134180790960452,111,0.175847457627119,143,0.180555555555556,103,0.185028248587571
"146",146,135,0.10334274952919,114,0.155838041431262,99,0.254472693032015,123,0.314736346516007,142,0.314736346516008
"147",147,137,0.0786252354048963,126,0.089453860640301,69,0.134180790960452,100,0.194444444444444,125,0.217514124293785
